datetime,region,price,load
2023-01-04 17:00:00,North,0.1571,3.596
2023-01-04 18:00:00,North,0.1664,3.461
2023-01-04 19:00:00,North,0.2254,3.183
2023-01-04 20:00:00,North,0.2214,3.573
2023-01-04 21:00:00,North,0.1799,2.722
2023-01-04 22:00:00,North,0.1027,2.549
2023-01-04 23:00:00,North,0.1132,2.499
2023-01-05 00:00:00,North,0.0831,2.713
2023-01-05 01:00:00,North,0.0889,2.611
2023-01-05 02:00:00,North,0.0909,2.538
2023-01-05 03:00:00,North,0.0836,2.65
2023-01-05 04:00:00,North,0.0803,2.353
2023-01-05 05:00:00,North,0.0864,2.617
2023-01-05 06:00:00,North,0.1757,2.722
2023-01-05 07:00:00,North,0.1586,2.528
2023-01-05 08:00:00,North,0.2208,3.401
2023-01-05 09:00:00,North,0.2529,3.574
2023-01-05 10:00:00,North,0.1155,3.336
2023-01-05 11:00:00,North,0.1039,3.581
2023-01-05 12:00:00,North,0.1132,3.241
2023-01-05 13:00:00,North,0.1074,3.323
2023-01-05 14:00:00,North,0.1149,3.552
2023-01-05 15:00:00,North,0.0982,3.779
2023-01-05 16:00:00,North,0.1085,3.638
2023-01-05 17:00:00,North,0.2303,3.436
2023-01-05 18:00:00,North,0.2259,3.234
2023-01-05 19:00:00,North,0.1856,3.702
2023-01-05 20:00:00,North,0.2372,3.487
2023-01-05 21:00:00,North,0.2475,2.6
2023-01-05 22:00:00,North,0.1064,2.482
2023-01-05 23:00:00,North,0.1092,2.625
2023-01-06 00:00:00,North,0.0822,2.603
2023-01-06 01:00:00,North,0.0895,2.608
2023-01-06 02:00:00,North,0.0887,2.61
2023-01-06 03:00:00,North,0.0955,2.712
2023-01-06 04:00:00,North,0.0869,2.805
2023-01-06 05:00:00,North,0.0844,2.59
2023-01-06 06:00:00,North,0.1593,2.715
2023-01-06 07:00:00,North,0.2084,2.66
2023-01-06 08:00:00,North,0.2332,3.536
2023-01-06 09:00:00,North,0.1648,3.172
2023-01-06 10:00:00,North,0.0973,3.904
2023-01-06 11:00:00,North,0.109,3.795
2023-01-06 12:00:00,North,0.1107,3.429
2023-01-06 13:00:00,North,0.1027,3.514
2023-01-06 14:00:00,North,0.1121,3.337
2023-01-06 15:00:00,North,0.0978,3.092
2023-01-06 16:00:00,North,0.0967,3.272
2023-01-06 17:00:00,North,0.1735,3.758
2023-01-06 18:00:00,North,0.1719,3.49
2023-01-06 19:00:00,North,0.2277,3.104
2023-01-06 20:00:00,North,0.2222,3.502
2023-01-06 21:00:00,North,0.2174,2.461
2023-01-06 22:00:00,North,0.1046,2.699
2023-01-06 23:00:00,North,0.1114,2.754
2023-01-07 00:00:00,North,0.0911,2.65
2023-01-07 01:00:00,North,0.0895,2.439
2023-01-07 02:00:00,North,0.0821,2.756
2023-01-07 03:00:00,North,0.0832,2.637
2023-01-07 04:00:00,North,0.0838,2.472
2023-01-07 05:00:00,North,0.0905,2.494
2023-01-07 06:00:00,North,0.184,2.62
2023-01-07 07:00:00,North,0.2298,2.391
2023-01-07 08:00:00,North,0.211,3.386
2023-01-07 09:00:00,North,0.2041,3.438
2023-01-07 10:00:00,North,0.1093,3.047
2023-01-07 11:00:00,North,0.1036,3.682
2023-01-07 12:00:00,North,0.1001,3.563
2023-01-07 13:00:00,North,0.0987,3.44
2023-01-07 14:00:00,North,0.1097,3.329
2023-01-07 15:00:00,North,0.0975,3.468
2023-01-07 16:00:00,North,0.1075,3.302
2023-01-07 17:00:00,North,0.2146,3.355
2023-01-07 18:00:00,North,0.2082,3.498
2023-01-07 19:00:00,North,0.2247,3.542
2023-01-07 20:00:00,North,0.1752,3.536
2023-01-07 21:00:00,North,0.2251,2.697
2023-01-07 22:00:00,North,0.1102,2.805
2023-01-07 23:00:00,North,0.1062,2.748
2023-01-08 00:00:00,North,0.0849,2.471
2023-01-08 01:00:00,North,0.0771,2.67
2023-01-08 02:00:00,North,0.0894,2.625
2023-01-08 03:00:00,North,0.0757,2.533
2023-01-08 04:00:00,North,0.0853,2.65
2023-01-08 05:00:00,North,0.0912,2.541
2023-01-08 06:00:00,North,0.2344,2.653
2023-01-08 07:00:00,North,0.2387,2.687
2023-01-08 08:00:00,North,0.2387,3.809
2023-01-08 09:00:00,North,0.191,3.639
2023-01-08 10:00:00,North,0.097,3.667
2023-01-08 11:00:00,North,0.1057,3.187
2023-01-08 12:00:00,North,0.1064,3.286
2023-01-08 13:00:00,North,0.1018,3.424
2023-01-08 14:00:00,North,0.0998,3.364
2023-01-08 15:00:00,North,0.0936,3.587
2023-01-08 16:00:00,North,0.0941,3.549
2023-01-08 17:00:00,North,0.158,3.698
2023-01-08 18:00:00,North,0.1564,3.339
2023-01-08 19:00:00,North,0.2265,3.467
2023-01-08 20:00:00,North,0.2155,3.657
2023-01-08 21:00:00,North,0.2384,2.674
2023-01-08 22:00:00,North,0.1101,2.692
2023-01-08 23:00:00,North,0.093,2.49
2023-01-09 00:00:00,North,0.0807,2.83
2023-01-09 01:00:00,North,0.0781,2.469
2023-01-09 02:00:00,North,0.094,2.656
2023-01-09 03:00:00,North,0.0868,2.627
2023-01-09 04:00:00,North,0.0951,2.499
2023-01-09 05:00:00,North,0.0846,2.549
2023-01-09 06:00:00,North,0.2524,2.771
2023-01-09 07:00:00,North,0.2431,2.71
2023-01-09 08:00:00,North,0.1786,3.44
2023-01-09 09:00:00,North,0.2555,3.623
2023-01-09 10:00:00,North,0.0977,3.521
2023-01-09 11:00:00,North,0.1067,3.437
2023-01-09 12:00:00,North,0.1088,3.34
2023-01-09 13:00:00,North,0.1088,3.798
2023-01-09 14:00:00,North,0.1079,3.404
2023-01-09 15:00:00,North,0.1086,3.621
2023-01-09 16:00:00,North,0.1018,3.395
2023-01-09 17:00:00,North,0.1916,3.155
2023-01-09 18:00:00,North,0.2146,3.044
2023-01-09 19:00:00,North,0.2376,3.499
2023-01-09 20:00:00,North,0.2247,3.574
2023-01-09 21:00:00,North,0.198,2.478
2023-01-09 22:00:00,North,0.1149,2.633
2023-01-09 23:00:00,North,0.1124,2.654
2023-01-10 00:00:00,North,0.0765,2.597
2023-01-10 01:00:00,North,0.0886,2.736
2023-01-10 02:00:00,North,0.0768,2.599
2023-01-10 03:00:00,North,0.0868,2.598
2023-01-10 04:00:00,North,0.0879,2.637
2023-01-10 05:00:00,North,0.0789,2.632
2023-01-10 06:00:00,North,0.2375,2.474
2023-01-10 07:00:00,North,0.2507,2.595
2023-01-10 08:00:00,North,0.2412,3.363
2023-01-10 09:00:00,North,0.1691,3.106
2023-01-10 10:00:00,North,0.1153,3.152
2023-01-10 11:00:00,North,0.1097,3.533
2023-01-10 12:00:00,North,0.1086,3.26
2023-01-10 13:00:00,North,0.1096,3.365
2023-01-10 14:00:00,North,0.1066,3.449
2023-01-10 15:00:00,North,0.1133,3.736
2023-01-10 16:00:00,North,0.1073,3.631
2023-01-10 17:00:00,North,0.1966,3.459
2023-01-10 18:00:00,North,0.1696,3.724
2023-01-10 19:00:00,North,0.1775,3.602
2023-01-10 20:00:00,North,0.1699,3.08
2023-01-10 21:00:00,North,0.2,2.482
2023-01-10 22:00:00,North,0.1143,2.606
2023-01-10 23:00:00,North,0.1119,2.843
2023-01-11 00:00:00,North,0.0883,2.528
2023-01-11 01:00:00,North,0.0772,2.593
2023-01-11 02:00:00,North,0.0933,2.628
2023-01-11 03:00:00,North,0.0911,2.546
2023-01-11 04:00:00,North,0.087,2.627
2023-01-11 05:00:00,North,0.0896,2.586
2023-01-11 06:00:00,North,0.2196,2.638
2023-01-11 07:00:00,North,0.1691,2.634
2023-01-11 08:00:00,North,0.169,3.206
2023-01-11 09:00:00,North,0.1908,3.524
2023-01-11 10:00:00,North,0.1142,3.837
2023-01-11 11:00:00,North,0.0997,3.362
2023-01-11 12:00:00,North,0.1001,3.263
2023-01-11 13:00:00,North,0.098,3.314
2023-01-11 14:00:00,North,0.0986,3.139
2023-01-11 15:00:00,North,0.1035,3.388
2023-01-11 16:00:00,North,0.1063,3.406
2023-01-11 17:00:00,North,0.2362,3.434
2023-01-11 18:00:00,North,0.219,3.596
2023-01-11 19:00:00,North,0.231,3.302
2023-01-11 20:00:00,North,0.1747,3.317
2023-01-11 21:00:00,North,0.2047,2.749
2023-01-11 22:00:00,North,0.1086,2.689
2023-01-11 23:00:00,North,0.1112,2.845
2023-01-12 00:00:00,North,0.0955,2.541
2023-01-12 01:00:00,North,0.0783,2.725
2023-01-12 02:00:00,North,0.086,2.723
2023-01-12 03:00:00,North,0.0873,2.618
2023-01-12 04:00:00,North,0.0856,2.707
2023-01-12 05:00:00,North,0.0887,2.717
2023-01-12 06:00:00,North,0.1582,2.732
2023-01-12 07:00:00,North,0.189,2.692
2023-01-12 08:00:00,North,0.1682,3.47
2023-01-12 09:00:00,North,0.2241,3.608
2023-01-12 10:00:00,North,0.112,3.251
2023-01-12 11:00:00,North,0.107,3.425
2023-01-12 12:00:00,North,0.108,3.338
2023-01-12 13:00:00,North,0.0988,3.742
2023-01-12 14:00:00,North,0.1019,3.705
2023-01-12 15:00:00,North,0.1076,3.164
2023-01-12 16:00:00,North,0.1033,3.432
2023-01-12 17:00:00,North,0.1799,3.452
2023-01-12 18:00:00,North,0.1664,3.334
2023-01-12 19:00:00,North,0.1723,3.301
2023-01-12 20:00:00,North,0.1749,3.26
2023-01-12 21:00:00,North,0.2459,2.681
2023-01-12 22:00:00,North,0.0978,2.876
2023-01-12 23:00:00,North,0.1159,2.558
2023-01-13 00:00:00,North,0.094,2.587
2023-01-13 01:00:00,North,0.0789,2.635
2023-01-13 02:00:00,North,0.0799,2.698
2023-01-13 03:00:00,North,0.0828,2.679
2023-01-13 04:00:00,North,0.0776,2.422
2023-01-13 05:00:00,North,0.0906,2.464
2023-01-13 06:00:00,North,0.2332,2.683
2023-01-13 07:00:00,North,0.1988,2.726
2023-01-13 08:00:00,North,0.207,3.334
2023-01-13 09:00:00,North,0.2173,3.365
2023-01-13 10:00:00,North,0.102,3.198
2023-01-13 11:00:00,North,0.1058,3.48
2023-01-13 12:00:00,North,0.1069,3.396
2023-01-13 13:00:00,North,0.0989,3.345
2023-01-13 14:00:00,North,0.0975,3.306
2023-01-13 15:00:00,North,0.1098,3.578
2023-01-13 16:00:00,North,0.1114,3.281
2023-01-13 17:00:00,North,0.1974,3.913
2023-01-13 18:00:00,North,0.1911,3.46
2023-01-13 19:00:00,North,0.1743,3.444
2023-01-13 20:00:00,North,0.1629,3.524
2023-01-13 21:00:00,North,0.2404,2.468
2023-01-13 22:00:00,North,0.099,2.686
2023-01-13 23:00:00,North,0.0995,2.567
2023-01-14 00:00:00,North,0.0883,2.572
2023-01-14 01:00:00,North,0.0815,2.523
2023-01-14 02:00:00,North,0.0846,2.653
2023-01-14 03:00:00,North,0.0759,2.531
2023-01-14 04:00:00,North,0.0831,2.694
2023-01-14 05:00:00,North,0.0857,2.849
2023-01-14 06:00:00,North,0.2194,2.784
2023-01-14 07:00:00,North,0.2339,2.624
2023-01-14 08:00:00,North,0.1849,3.605
2023-01-14 09:00:00,North,0.2077,3.445
2023-01-14 10:00:00,North,0.0936,3.459
2023-01-14 11:00:00,North,0.0978,3.54
2023-01-14 12:00:00,North,0.0941,3.528
2023-01-14 13:00:00,North,0.1015,3.676
2023-01-14 14:00:00,North,0.1084,3.329
2023-01-14 15:00:00,North,0.0973,3.507
2023-01-14 16:00:00,North,0.0961,3.728
2023-01-14 17:00:00,North,0.2317,3.506
2023-01-14 18:00:00,North,0.1809,3.683
2023-01-14 19:00:00,North,0.1626,3.337
2023-01-14 20:00:00,North,0.1702,3.619
2023-01-14 21:00:00,North,0.2093,2.529
2023-01-14 22:00:00,North,0.1046,2.789
2023-01-14 23:00:00,North,0.098,2.598
2023-01-15 00:00:00,North,0.088,2.609
2023-01-15 01:00:00,North,0.0838,2.543
2023-01-15 02:00:00,North,0.0826,2.608
2023-01-15 03:00:00,North,0.0798,2.362
2023-01-15 04:00:00,North,0.0911,2.448
2023-01-15 05:00:00,North,0.0739,2.567
2023-01-15 06:00:00,North,0.2156,2.601
2023-01-15 07:00:00,North,0.206,2.74
2023-01-15 08:00:00,North,0.1887,3.463
2023-01-15 09:00:00,North,0.2363,3.446
2023-01-15 10:00:00,North,0.1,3.934
2023-01-15 11:00:00,North,0.099,3.531
2023-01-15 12:00:00,North,0.0924,3.64
2023-01-15 13:00:00,North,0.0915,3.31
2023-01-15 14:00:00,North,0.0977,3.597
2023-01-15 15:00:00,North,0.1089,2.962
2023-01-15 16:00:00,North,0.098,3.68
2023-01-15 17:00:00,North,0.1914,3.262
2023-01-15 18:00:00,North,0.1697,3.201
2023-01-15 19:00:00,North,0.1652,3.396
2023-01-15 20:00:00,North,0.1958,3.587
2023-01-15 21:00:00,North,0.1828,2.642
2023-01-15 22:00:00,North,0.1024,2.728
2023-01-15 23:00:00,North,0.1097,2.574
2023-01-16 00:00:00,North,0.0932,2.706
2023-01-16 01:00:00,North,0.0763,2.643
2023-01-16 02:00:00,North,0.0862,2.694
2023-01-16 03:00:00,North,0.0812,2.611
2023-01-16 04:00:00,North,0.092,2.638
2023-01-16 05:00:00,North,0.0924,2.611
2023-01-16 06:00:00,North,0.1599,2.369
2023-01-16 07:00:00,North,0.1628,2.737
2023-01-16 08:00:00,North,0.2338,3.704
2023-01-16 09:00:00,North,0.2003,2.894
2023-01-16 10:00:00,North,0.1042,3.191
2023-01-16 11:00:00,North,0.0999,3.467
2023-01-16 12:00:00,North,0.1135,3.396
2023-01-16 13:00:00,North,0.1016,3.532
2023-01-16 14:00:00,North,0.1091,3.354
2023-01-16 15:00:00,North,0.0993,3.412
2023-01-16 16:00:00,North,0.1105,3.408
2023-01-16 17:00:00,North,0.1784,3.432
2023-01-16 18:00:00,North,0.1793,3.446
2023-01-16 19:00:00,North,0.1741,3.4
2023-01-16 20:00:00,North,0.2215,3.356
2023-01-16 21:00:00,North,0.1805,2.649
2023-01-16 22:00:00,North,0.1107,2.603
2023-01-16 23:00:00,North,0.1042,2.601
2023-01-17 00:00:00,North,0.0829,2.692
2023-01-17 01:00:00,North,0.0783,2.72
2023-01-17 02:00:00,North,0.096,2.793
2023-01-17 03:00:00,North,0.0784,2.45
2023-01-17 04:00:00,North,0.0799,2.75
2023-01-17 05:00:00,North,0.0886,2.708
2023-01-17 06:00:00,North,0.2152,2.55
2023-01-17 07:00:00,North,0.1972,2.767
2023-01-17 08:00:00,North,0.2114,3.075
2023-01-17 09:00:00,North,0.2511,3.317
2023-01-17 10:00:00,North,0.1115,3.62
2023-01-17 11:00:00,North,0.1122,3.42
2023-01-17 12:00:00,North,0.1047,3.857
2023-01-17 13:00:00,North,0.1014,3.561
2023-01-17 14:00:00,North,0.099,3.168
2023-01-17 15:00:00,North,0.1017,3.446
2023-01-17 16:00:00,North,0.0966,3.1
2023-01-17 17:00:00,North,0.2116,3.536
2023-01-17 18:00:00,North,0.2214,3.332
2023-01-17 19:00:00,North,0.1573,3.531
2023-01-17 20:00:00,North,0.1699,3.75
2023-01-17 21:00:00,North,0.2227,2.469
2023-01-17 22:00:00,North,0.0997,2.642
2023-01-17 23:00:00,North,0.1039,2.545
2023-01-18 00:00:00,North,0.0858,2.661
2023-01-18 01:00:00,North,0.0842,2.606
2023-01-18 02:00:00,North,0.0913,2.778
2023-01-18 03:00:00,North,0.0891,2.706
2023-01-18 04:00:00,North,0.0818,2.569
2023-01-18 05:00:00,North,0.0867,2.801
2023-01-18 06:00:00,North,0.2226,2.617
2023-01-18 07:00:00,North,0.1777,2.608
2023-01-18 08:00:00,North,0.1593,3.548
2023-01-18 09:00:00,North,0.1614,3.122
2023-01-18 10:00:00,North,0.1061,3.088
2023-01-18 11:00:00,North,0.1116,3.623
2023-01-18 12:00:00,North,0.0983,3.462
2023-01-18 13:00:00,North,0.1061,3.359
2023-01-18 14:00:00,North,0.11,3.114
2023-01-18 15:00:00,North,0.1126,3.346
2023-01-18 16:00:00,North,0.1122,3.209
2023-01-18 17:00:00,North,0.2152,3.612
2023-01-18 18:00:00,North,0.1923,3.162
2023-01-18 19:00:00,North,0.2104,3.381
2023-01-18 20:00:00,North,0.2435,3.589
2023-01-18 21:00:00,North,0.2221,2.564
2023-01-18 22:00:00,North,0.1101,2.671
2023-01-18 23:00:00,North,0.106,2.563
2023-01-19 00:00:00,North,0.0918,2.544
2023-01-19 01:00:00,North,0.0955,2.613
2023-01-19 02:00:00,North,0.0823,2.581
2023-01-19 03:00:00,North,0.0768,2.647
2023-01-19 04:00:00,North,0.0773,2.513
2023-01-19 05:00:00,North,0.0793,2.634
2023-01-19 06:00:00,North,0.1881,2.767
2023-01-19 07:00:00,North,0.1683,2.576
2023-01-19 08:00:00,North,0.1639,3.218
2023-01-19 09:00:00,North,0.2287,3.682
2023-01-19 10:00:00,North,0.0975,3.509
2023-01-19 11:00:00,North,0.112,3.04
2023-01-19 12:00:00,North,0.1026,3.6
2023-01-19 13:00:00,North,0.1085,3.483
2023-01-19 14:00:00,North,0.1009,3.569
2023-01-19 15:00:00,North,0.1122,3.435
2023-01-19 16:00:00,North,0.1162,3.671
2023-01-19 17:00:00,North,0.1964,3.289
2023-01-19 18:00:00,North,0.2042,3.61
2023-01-19 19:00:00,North,0.2546,3.489
2023-01-19 20:00:00,North,0.233,3.09
2023-01-19 21:00:00,North,0.23,2.802
2023-01-19 22:00:00,North,0.101,2.656
2023-01-19 23:00:00,North,0.102,2.707
2023-01-20 00:00:00,North,0.0903,2.819
2023-01-20 01:00:00,North,0.0826,2.747
2023-01-20 02:00:00,North,0.0919,2.643
2023-01-20 03:00:00,North,0.0786,2.709
2023-01-20 04:00:00,North,0.0773,2.395
2023-01-20 05:00:00,North,0.0929,2.692
2023-01-20 06:00:00,North,0.2553,2.509
2023-01-20 07:00:00,North,0.2075,2.464
2023-01-20 08:00:00,North,0.1793,3.323
2023-01-20 09:00:00,North,0.1749,3.306
2023-01-20 10:00:00,North,0.1118,3.327
2023-01-20 11:00:00,North,0.1156,3.392
2023-01-20 12:00:00,North,0.1139,3.351
2023-01-20 13:00:00,North,0.1114,3.191
2023-01-20 14:00:00,North,0.1101,3.495
2023-01-20 15:00:00,North,0.1007,3.351
2023-01-20 16:00:00,North,0.1007,3.898
2023-01-20 17:00:00,North,0.2142,3.614
2023-01-20 18:00:00,North,0.1654,3.354
2023-01-20 19:00:00,North,0.1692,3.543
2023-01-20 20:00:00,North,0.2451,3.535
2023-01-20 21:00:00,North,0.2113,2.518
2023-01-20 22:00:00,North,0.098,2.801
2023-01-20 23:00:00,North,0.1014,2.752
2023-01-21 00:00:00,North,0.0777,2.71
2023-01-21 01:00:00,North,0.0872,2.627
2023-01-21 02:00:00,North,0.0784,2.974
2023-01-21 03:00:00,North,0.0802,2.713
2023-01-21 04:00:00,North,0.0757,2.494
2023-01-21 05:00:00,North,0.0807,2.739
2023-01-21 06:00:00,North,0.1738,2.602
2023-01-21 07:00:00,North,0.211,2.596
2023-01-21 08:00:00,North,0.2292,3.507
2023-01-21 09:00:00,North,0.2279,3.569
2023-01-21 10:00:00,North,0.1047,3.628
2023-01-21 11:00:00,North,0.1057,3.732
2023-01-21 12:00:00,North,0.0944,3.352
2023-01-21 13:00:00,North,0.1055,3.259
2023-01-21 14:00:00,North,0.0945,3.51
2023-01-21 15:00:00,North,0.101,3.506
2023-01-21 16:00:00,North,0.0915,3.59
2023-01-21 17:00:00,North,0.2416,3.128
2023-01-21 18:00:00,North,0.2084,3.577
2023-01-21 19:00:00,North,0.1997,3.156
2023-01-21 20:00:00,North,0.2225,3.479
2023-01-21 21:00:00,North,0.1998,2.666
2023-01-21 22:00:00,North,0.1097,2.505
2023-01-21 23:00:00,North,0.1091,2.77
2023-01-22 00:00:00,North,0.0895,2.609
2023-01-22 01:00:00,North,0.0901,2.585
2023-01-22 02:00:00,North,0.0857,2.662
2023-01-22 03:00:00,North,0.0803,2.609
2023-01-22 04:00:00,North,0.0848,2.674
2023-01-22 05:00:00,North,0.0748,2.613
2023-01-22 06:00:00,North,0.2409,2.589
2023-01-22 07:00:00,North,0.1507,2.679
2023-01-22 08:00:00,North,0.1505,3.4
2023-01-22 09:00:00,North,0.2216,3.019
2023-01-22 10:00:00,North,0.1044,3.086
2023-01-22 11:00:00,North,0.1104,3.345
2023-01-22 12:00:00,North,0.0995,3.18
2023-01-22 13:00:00,North,0.1065,3.391
2023-01-22 14:00:00,North,0.1046,3.65
2023-01-22 15:00:00,North,0.0966,3.688
2023-01-22 16:00:00,North,0.1095,3.382
2023-01-22 17:00:00,North,0.2381,3.197
2023-01-22 18:00:00,North,0.1883,3.181
2023-01-22 19:00:00,North,0.1745,3.758
2023-01-22 20:00:00,North,0.2419,3.606
2023-01-22 21:00:00,North,0.1703,2.647
2023-01-22 22:00:00,North,0.0955,2.619
2023-01-22 23:00:00,North,0.0984,2.649
2023-01-23 00:00:00,North,0.0789,2.576
2023-01-23 01:00:00,North,0.0925,2.629
2023-01-23 02:00:00,North,0.0788,2.555
2023-01-23 03:00:00,North,0.0793,2.554
2023-01-23 04:00:00,North,0.081,2.721
2023-01-23 05:00:00,North,0.0956,2.594
2023-01-23 06:00:00,North,0.2483,2.501
2023-01-23 07:00:00,North,0.2044,2.577
2023-01-23 08:00:00,North,0.1679,3.501
2023-01-23 09:00:00,North,0.1992,3.275
2023-01-23 10:00:00,North,0.1002,3.278
2023-01-23 11:00:00,North,0.1079,3.423
2023-01-23 12:00:00,North,0.1016,3.299
2023-01-23 13:00:00,North,0.1053,3.625
2023-01-23 14:00:00,North,0.0965,3.391
2023-01-23 15:00:00,North,0.1058,3.288
2023-01-23 16:00:00,North,0.1082,3.631
2023-01-23 17:00:00,North,0.2422,3.207
2023-01-23 18:00:00,North,0.2342,3.421
2023-01-23 19:00:00,North,0.1667,3.312
2023-01-23 20:00:00,North,0.1804,3.906
2023-01-23 21:00:00,North,0.2265,2.628
2023-01-23 22:00:00,North,0.1074,2.714
2023-01-23 23:00:00,North,0.1032,2.622
2023-01-24 00:00:00,North,0.0956,2.644
2023-01-24 01:00:00,North,0.0936,2.699
2023-01-24 02:00:00,North,0.0849,2.527
2023-01-24 03:00:00,North,0.0922,2.564
2023-01-24 04:00:00,North,0.0929,2.599
2023-01-24 05:00:00,North,0.0821,2.706
2023-01-24 06:00:00,North,0.1594,2.445
2023-01-24 07:00:00,North,0.2433,2.59
2023-01-24 08:00:00,North,0.2276,3.31
2023-01-24 09:00:00,North,0.2377,3.644
2023-01-24 10:00:00,North,0.0978,3.449
2023-01-24 11:00:00,North,0.1126,3.616
2023-01-24 12:00:00,North,0.1053,3.506
2023-01-24 13:00:00,North,0.1108,3.863
2023-01-24 14:00:00,North,0.0979,3.22
2023-01-24 15:00:00,North,0.112,3.32
2023-01-24 16:00:00,North,0.1094,4.019
2023-01-24 17:00:00,North,0.2281,3.407
2023-01-24 18:00:00,North,0.1791,3.201
2023-01-24 19:00:00,North,0.2242,3.539
2023-01-24 20:00:00,North,0.1634,3.644
2023-01-24 21:00:00,North,0.2289,2.637
2023-01-24 22:00:00,North,0.1111,2.813
2023-01-24 23:00:00,North,0.1036,2.716
2023-01-25 00:00:00,North,0.0765,2.782
2023-01-25 01:00:00,North,0.0817,2.426
2023-01-25 02:00:00,North,0.0865,2.789
2023-01-25 03:00:00,North,0.0844,2.683
2023-01-25 04:00:00,North,0.078,2.573
2023-01-25 05:00:00,North,0.0836,2.751
2023-01-25 06:00:00,North,0.2295,2.586
2023-01-25 07:00:00,North,0.2471,2.695
